Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname
4,h,616000.0,20.6,4.0,2.0,2.0,538.0,179.0,2010.0,Northern Metropolitan
4,h,583000.0,20.6,4.0,2.0,2.0,400.0,144.0,2011.0,Northern Metropolitan
3,t,470000.0,20.6,3.0,2.0,1.0,179.0,130.0,2015.0,Northern Metropolitan
3,h,615000.0,20.6,3.0,1.0,3.0,693.0,144.0,1970.0,Northern Metropolitan
3,h,475000.0,14.0,3.0,1.0,1.0,588.0,94.0,1960.0,Northern Metropolitan
3,h,505500.0,14.0,3.0,1.0,1.0,614.0,110.0,1965.0,Northern Metropolitan
3,h,905000.0,14.3,3.0,2.0,2.0,513.0,117.0,1995.0,Eastern Metropolitan
5,h,1440000.0,16.1,5.0,2.0,2.0,704.0,280.0,1994.0,Eastern Metropolitan
4,h,570000.0,25.9,4.0,2.0,2.0,511.0,173.0,2011.0,Northern Victoria
5,h,3200000.0,7.2,5.0,3.0,2.0,433.0,138.0,1910.0,Southern Metropolitan
3,h,1110000.0,7.5,3.0,1.0,2.0,572.0,111.0,1950.0,Western Metropolitan
4,h,2455000.0,7.5,4.0,2.0,3.0,766.0,277.0,1920.0,Western Metropolitan
6,h,2500000.0,7.5,6.0,3.0,5.0,1212.0,329.0,1970.0,Western Metropolitan
3,h,820000.0,8.2,3.0,2.0,2.0,337.0,153.0,1940.0,Western Metropolitan
3,h,645000.0,13.1,3.0,1.0,4.0,616.0,95.0,1960.0,Northern Metropolitan
3,t,542000.0,13.1,3.0,1.0,1.0,642.0,123.0,2008.0,Northern Metropolitan
3,h,725000.0,24.8,3.0,2.0,3.0,1059.0,109.0,1956.0,Eastern Metropolitan
4,h,940000.0,24.8,4.0,2.0,5.0,900.0,246.0,1991.0,Eastern Metropolitan
3,h,1305000.0,2.1,3.0,2.0,0.0,506.0,88.0,1880.0,Northern Metropolitan
2,h,1450000.0,3.6,2.0,1.0,0.0,186.0,97.0,1890.0,Northern Metropolitan
2,h,1175000.0,3.4,2.0,1.0,1.0,234.0,110.0,1890.0,Northern Metropolitan
4,h,1420000.0,5.1,4.0,1.0,4.0,594.0,134.0,1900.0,Western Metropolitan
4,h,595000.0,36.9,4.0,2.0,2.0,599.0,137.0,1960.0,Eastern Victoria
3,h,650000.0,12.9,3.0,1.0,4.0,549.0,114.0,1980.0,Western Metropolitan
5,h,2625000.0,7.3,5.0,2.0,2.0,718.0,280.0,1990.0,Southern Metropolitan
3,h,1845000.0,7.3,3.0,2.0,4.0,1021.0,135.0,1970.0,Southern Metropolitan
4,h,2640000.0,7.3,4.0,2.0,2.0,706.0,275.0,1900.0,Southern Metropolitan
3,h,2380000.0,16.7,3.0,1.0,1.0,729.0,108.0,1960.0,Eastern Metropolitan
5,h,2202000.0,16.7,5.0,3.0,2.0,745.0,288.0,2004.0,Eastern Metropolitan
3,h,750000.0,16.1,3.0,2.0,2.0,359.0,153.0,2011.0,Northern Metropolitan
3,h,715000.0,20.4,3.0,2.0,2.0,790.0,193.0,1990.0,Northern Metropolitan
5,h,1020000.0,20.4,5.0,2.0,2.0,981.0,301.0,1990.0,Northern Metropolitan
5,h,4500000.0,13.8,5.0,2.0,4.0,1088.0,324.0,1990.0,Southern Metropolitan
5,h,820000.0,21.3,5.0,3.0,2.0,695.0,292.0,1965.0,Eastern Metropolitan
3,h,705000.0,8.8,3.0,1.0,2.0,560.0,98.0,1950.0,Eastern Metropolitan
4,h,645000.0,8.8,4.0,2.0,0.0,408.0,113.0,1950.0,Eastern Metropolitan
5,h,680000.0,18.0,5.0,3.0,2.0,710.0,273.0,1998.0,Western Metropolitan
4,h,693000.0,18.4,4.0,2.0,2.0,933.0,217.0,1987.0,Western Metropolitan
4,h,855000.0,11.7,4.0,2.0,6.0,778.0,169.0,1970.0,Western Metropolitan
4,h,939000.0,3.4,4.0,2.0,1.0,116.0,140.0,2000.0,Northern Metropolitan
4,h,3385000.0,5.4,4.0,3.0,3.0,531.0,332.0,1970.0,Southern Metropolitan
3,h,1625000.0,5.4,3.0,2.0,2.0,342.0,130.0,1925.0,Southern Metropolitan
5,h,591000.0,16.3,5.0,1.0,2.0,636.0,0.0,1980.0,Northern Metropolitan
5,h,1725000.0,4.3,5.0,2.0,2.0,474.0,294.0,2010.0,Western Metropolitan
4,h,1460000.0,20.0,4.0,3.0,2.0,652.0,288.0,1960.0,South-Eastern Metropolitan
3,h,2140000.0,7.2,3.0,2.0,2.0,650.0,255.0,1900.0,Southern Metropolitan
4,h,985000.0,18.0,4.0,2.0,2.0,870.0,198.0,1982.0,Eastern Metropolitan
5,h,955000.0,18.0,5.0,2.0,2.0,1082.0,240.0,1980.0,Eastern Metropolitan
5,h,1500000.0,18.0,5.0,4.0,2.0,842.0,368.0,1950.0,Eastern Metropolitan
3,h,480200.0,19.6,3.0,2.0,1.0,209.0,98.0,2014.0,Northern Metropolitan
3,h,606000.0,19.6,3.0,2.0,2.0,592.0,140.0,1979.0,Northern Metropolitan
4,t,1731000.0,7.5,4.0,4.0,2.0,465.0,99.0,1970.0,Western Metropolitan
3,h,600000.0,13.1,3.0,1.0,2.0,589.0,97.0,1960.0,Northern Metropolitan
4,h,642000.0,13.1,4.0,2.0,1.0,685.0,121.0,1960.0,Northern Metropolitan
3,h,485000.0,36.9,3.0,1.0,3.0,590.0,200.0,1978.0,Eastern Victoria
4,h,1350000.0,45.9,4.0,2.0,8.0,40469.0,245.0,1990.0,Northern Victoria
5,h,1863000.0,16.7,5.0,2.0,2.0,790.0,238.0,1980.0,Eastern Metropolitan
3,h,750000.0,11.2,3.0,1.0,2.0,615.0,132.0,1960.0,Northern Metropolitan
3,h,720000.0,11.2,3.0,1.0,3.0,380.0,98.0,1950.0,Northern Metropolitan
5,h,939000.0,11.2,5.0,2.0,3.0,775.0,208.0,1960.0,Northern Metropolitan
3,h,960000.0,16.1,3.0,2.0,4.0,1064.0,168.0,1955.0,Northern Metropolitan
3,u,441000.0,18.4,3.0,1.0,1.0,294.0,112.0,1990.0,Western Metropolitan
3,h,632500.0,14.0,3.0,1.0,2.0,533.0,121.0,1980.0,Western Metropolitan
3,h,731000.0,15.5,3.0,2.0,1.0,652.0,204.0,1981.0,Western Metropolitan
5,h,2900000.0,5.4,5.0,2.0,2.0,920.0,241.0,1900.0,Southern Metropolitan
4,h,2015000.0,5.4,4.0,1.0,2.0,566.0,140.0,1880.0,Southern Metropolitan
3,h,1900000.0,5.4,3.0,2.0,1.0,491.0,179.0,1915.0,Southern Metropolitan
3,h,355000.0,31.7,3.0,1.0,4.0,650.0,112.0,1990.0,Northern Victoria
4,h,2610000.0,5.9,4.0,2.0,2.0,682.0,244.0,1915.0,Southern Metropolitan
4,h,3350000.0,8.4,4.0,2.0,3.0,836.0,303.0,1910.0,Southern Metropolitan
3,h,545000.0,17.4,3.0,1.0,0.0,682.0,98.0,1985.0,Northern Metropolitan
3,h,385000.0,31.7,3.0,1.0,1.0,580.0,96.0,1970.0,Western Victoria
4,h,451000.0,29.8,4.0,2.0,2.0,790.0,166.0,1990.0,Western Victoria
3,h,425000.0,29.8,3.0,1.0,4.0,805.0,155.0,1975.0,Western Victoria
2,h,780000.0,20.0,2.0,2.0,2.0,390.0,119.0,1950.0,South-Eastern Metropolitan
4,h,705000.0,25.9,4.0,2.0,3.0,491.0,182.0,2015.0,Northern Metropolitan
4,h,640000.0,17.9,4.0,2.0,2.0,576.0,189.0,1980.0,Northern Metropolitan
3,h,665000.0,17.9,3.0,1.0,2.0,375.0,116.0,1980.0,Northern Metropolitan
3,h,660000.0,17.9,3.0,2.0,3.0,689.0,127.0,1980.0,Northern Metropolitan
3,h,985000.0,17.2,3.0,1.0,1.0,582.0,124.0,1950.0,Eastern Metropolitan
4,h,1780000.0,6.2,4.0,2.0,2.0,480.0,194.0,1930.0,Western Metropolitan
4,h,980000.0,14.2,4.0,2.0,2.0,800.0,164.0,1970.0,Eastern Metropolitan
3,h,1500000.0,5.3,3.0,2.0,1.0,308.0,160.0,1910.0,Northern Metropolitan
3,h,1900000.0,5.3,3.0,2.0,3.0,502.0,133.0,1920.0,Northern Metropolitan
2,h,1295000.0,5.3,2.0,1.0,1.0,302.0,100.0,1925.0,Northern Metropolitan
3,h,989000.0,5.3,3.0,2.0,1.0,150.0,118.0,1900.0,Northern Metropolitan
4,h,1160000.0,12.3,4.0,3.0,2.0,578.0,232.0,1927.0,Southern Metropolitan
3,h,1050000.0,15.5,3.0,2.0,2.0,313.0,314.0,2012.0,South-Eastern Metropolitan
3,h,750000.0,8.5,3.0,2.0,1.0,658.0,112.0,1950.0,Northern Metropolitan
3,h,3250000.0,4.6,3.0,2.0,1.0,261.0,194.0,1880.0,Southern Metropolitan
3,h,780000.0,12.0,3.0,1.0,1.0,767.0,132.0,1960.0,Northern Metropolitan
4,h,635000.0,20.5,4.0,2.0,2.0,449.0,213.0,2004.0,Northern Metropolitan
5,h,810000.0,20.5,5.0,3.0,2.0,832.0,255.0,2009.0,Northern Metropolitan
4,h,652000.0,20.5,4.0,3.0,2.0,326.0,230.0,2009.0,Northern Metropolitan
3,h,622000.0,14.0,3.0,1.0,8.0,534.0,124.0,1980.0,Western Metropolitan
3,h,468000.0,31.7,3.0,2.0,0.0,711.0,11.0,1986.0,Western Metropolitan
2,h,730000.0,10.5,2.0,1.0,0.0,531.0,78.0,1958.0,Western Metropolitan
3,h,927500.0,10.5,3.0,1.0,4.0,474.0,145.0,1961.0,Western Metropolitan
4,h,945800.0,10.5,4.0,1.0,3.0,585.0,169.0,1950.0,Western Metropolitan
4,h,2900000.0,10.2,4.0,2.0,3.0,844.0,233.0,1925.0,Southern Metropolitan
6,h,3030000.0,15.5,6.0,4.0,3.0,4046.0,419.0,1980.0,Eastern Metropolitan
3,h,1300000.0,12.4,3.0,1.0,1.0,725.0,120.0,1960.0,Eastern Metropolitan
4,h,1699000.0,12.4,4.0,2.0,2.0,730.0,205.0,1965.0,Eastern Metropolitan
4,h,841000.0,15.3,4.0,2.0,2.0,660.0,240.0,2004.0,Northern Metropolitan
4,h,1085000.0,14.7,4.0,3.0,2.0,843.0,219.0,1975.0,Eastern Metropolitan
3,h,1261000.0,14.7,3.0,1.0,4.0,1093.0,115.0,1960.0,Eastern Metropolitan
5,h,1205000.0,14.7,5.0,2.0,2.0,695.0,242.0,2005.0,Eastern Metropolitan
3,h,931000.0,14.7,3.0,1.0,2.0,733.0,151.0,1960.0,Western Metropolitan
3,h,430000.0,14.7,3.0,1.0,0.0,542.0,110.0,1980.0,Western Metropolitan
4,h,1343000.0,6.3,4.0,2.0,3.0,444.0,167.0,1950.0,Western Metropolitan
3,h,970000.0,10.4,3.0,1.0,2.0,634.0,140.0,1960.0,Western Metropolitan
4,h,790000.0,10.4,4.0,2.0,1.0,585.0,178.0,2015.0,Western Metropolitan
3,h,718000.0,15.5,3.0,2.0,4.0,560.0,154.0,1990.0,Western Metropolitan
3,h,1000000.0,21.5,3.0,1.0,2.0,556.0,146.0,1970.0,South-Eastern Metropolitan
3,h,727500.0,9.5,3.0,1.0,1.0,641.0,137.0,1970.0,Western Metropolitan
5,h,4600000.0,7.9,5.0,5.0,2.0,1242.0,313.0,1952.0,Southern Metropolitan
4,h,1960000.0,9.7,4.0,2.0,2.0,961.0,210.0,1970.0,Southern Metropolitan
3,h,910000.0,23.2,3.0,3.0,4.0,1028.0,175.0,1980.0,Eastern Metropolitan
3,h,862000.0,23.2,3.0,2.0,2.0,719.0,168.0,1975.0,Eastern Metropolitan
5,h,822000.0,23.2,5.0,3.0,6.0,721.0,185.0,1980.0,Eastern Metropolitan
5,h,1570000.0,13.4,5.0,4.0,6.0,870.0,172.0,1970.0,Eastern Metropolitan
3,h,629000.0,25.0,3.0,1.0,1.0,730.0,100.0,1969.0,Eastern Metropolitan
3,h,825000.0,16.1,3.0,2.0,2.0,641.0,154.0,1977.0,Eastern Metropolitan
3,h,1900000.0,10.5,3.0,2.0,2.0,386.0,118.0,1953.0,Southern Metropolitan
2,h,1262000.0,10.3,2.0,1.0,2.0,440.0,103.0,1930.0,Southern Metropolitan
2,h,1011000.0,5.2,2.0,1.0,1.0,178.0,75.0,1900.0,Northern Metropolitan
3,h,1150000.0,5.2,3.0,1.0,2.0,408.0,124.0,1920.0,Northern Metropolitan
2,h,970000.0,5.2,2.0,1.0,0.0,241.0,113.0,1910.0,Northern Metropolitan
4,h,1665000.0,5.2,4.0,3.0,2.0,371.0,223.0,2014.0,Northern Metropolitan
4,t,1675000.0,8.7,4.0,3.0,2.0,295.0,218.0,2012.0,Southern Metropolitan
3,h,800000.0,17.9,3.0,1.0,2.0,585.0,123.0,1965.0,Southern Metropolitan
3,h,888000.0,17.9,3.0,1.0,2.0,581.0,136.0,1960.0,Southern Metropolitan
3,h,1300000.0,3.6,3.0,1.0,0.0,241.0,115.0,1890.0,Northern Metropolitan
4,h,1090000.0,6.7,4.0,2.0,3.0,614.0,181.0,1920.0,Northern Metropolitan
2,h,730000.0,6.7,2.0,1.0,1.0,390.0,91.0,1950.0,Northern Metropolitan
3,h,950000.0,6.7,3.0,1.0,2.0,402.0,123.0,1950.0,Northern Metropolitan
3,h,800000.0,6.7,3.0,1.0,2.0,506.0,100.0,1955.0,Northern Metropolitan
2,h,1079500.0,2.0,2.0,1.0,1.0,125.0,125.0,1982.0,Northern Metropolitan
2,t,380000.0,20.6,2.0,1.0,1.0,99.0,98.0,2015.0,Northern Metropolitan
3,h,1245000.0,2.4,3.0,1.0,2.0,156.0,113.0,1880.0,Northern Metropolitan
5,h,3080000.0,7.9,5.0,2.0,2.0,833.0,370.0,2012.0,Southern Metropolitan
3,h,588000.0,21.8,3.0,1.0,2.0,558.0,101.0,1980.0,Northern Victoria
3,h,700000.0,21.8,3.0,1.0,1.0,530.0,123.0,1970.0,Northern Victoria
3,h,952000.0,22.2,3.0,1.0,2.0,795.0,152.0,1975.0,South-Eastern Metropolitan
4,h,1198000.0,14.3,4.0,2.0,2.0,723.0,155.0,1980.0,Eastern Metropolitan
3,h,656000.0,28.5,3.0,1.0,2.0,563.0,130.0,1986.0,South-Eastern Metropolitan
2,h,432000.0,19.6,2.0,1.0,1.0,225.0,76.0,1995.0,Northern Metropolitan
4,h,611000.0,19.6,4.0,2.0,2.0,510.0,199.0,2000.0,Northern Metropolitan
3,h,571550.0,19.6,3.0,2.0,2.0,532.0,110.0,1995.0,Northern Metropolitan
5,h,2200000.0,7.5,5.0,3.0,2.0,664.0,242.0,1930.0,Western Metropolitan
3,h,767500.0,13.1,3.0,1.0,2.0,581.0,148.0,1960.0,Northern Metropolitan
3,h,783000.0,13.1,3.0,1.0,1.0,593.0,124.0,1965.0,Northern Metropolitan
5,h,840000.0,38.0,5.0,3.0,2.0,925.0,155.0,1960.0,South-Eastern Metropolitan
4,h,560000.0,38.0,4.0,1.0,4.0,544.0,121.0,1972.0,South-Eastern Metropolitan
3,h,636000.0,38.0,3.0,1.0,1.0,651.0,86.0,1990.0,South-Eastern Metropolitan
3,h,672500.0,38.0,3.0,2.0,3.0,656.0,175.0,1986.0,South-Eastern Metropolitan
2,h,574000.0,38.0,2.0,1.0,4.0,586.0,104.0,1970.0,South-Eastern Metropolitan
4,h,1150000.0,38.0,4.0,3.0,3.0,632.0,234.0,1950.0,South-Eastern Metropolitan
3,h,1200000.0,38.0,3.0,2.0,2.0,604.0,232.0,2013.0,South-Eastern Metropolitan
3,h,620000.0,12.9,3.0,2.0,3.0,530.0,115.0,1980.0,Western Metropolitan
3,h,730000.0,12.9,3.0,3.0,2.0,343.0,197.0,1985.0,Western Metropolitan
2,t,530000.0,11.2,2.0,1.0,2.0,202.0,1.0,2010.0,Northern Metropolitan
3,h,790000.0,12.9,3.0,2.0,4.0,371.0,176.0,2014.0,Western Metropolitan
3,t,700000.0,12.9,3.0,2.0,2.0,256.0,172.0,2006.0,Western Metropolitan
4,h,1260000.0,12.9,4.0,2.0,4.0,750.0,286.0,2002.0,Western Metropolitan
6,h,1515000.0,20.4,6.0,2.0,6.0,4046.0,323.0,1983.0,Northern Metropolitan
4,h,690000.0,20.4,4.0,2.0,2.0,652.0,200.0,1988.0,Northern Metropolitan
4,h,679000.0,20.4,4.0,3.0,2.0,566.0,201.0,2017.0,Northern Metropolitan
3,h,772500.0,11.2,3.0,2.0,2.0,543.0,130.0,1970.0,Northern Metropolitan
4,h,1330000.0,13.8,4.0,1.0,2.0,592.0,116.0,1950.0,Southern Metropolitan
3,h,1430000.0,16.0,3.0,2.0,2.0,728.0,137.0,1960.0,Southern Metropolitan
4,h,666000.0,18.0,4.0,2.0,2.0,651.0,194.0,2000.0,Western Metropolitan
5,h,700000.0,18.0,5.0,2.0,2.0,727.0,244.0,1999.0,Western Metropolitan
3,h,505000.0,18.4,3.0,1.0,1.0,552.0,112.0,1990.0,Western Metropolitan
3,h,455000.0,14.0,3.0,1.0,1.0,316.0,84.0,1960.0,Northern Metropolitan
3,h,670000.0,15.5,3.0,2.0,4.0,652.0,110.0,1990.0,Western Metropolitan
4,h,975000.0,11.7,4.0,2.0,2.0,564.0,180.0,1975.0,Western Metropolitan
5,h,2300000.0,7.3,5.0,2.0,3.0,650.0,265.0,1950.0,Southern Metropolitan
2,h,830000.0,26.0,2.0,1.0,1.0,906.0,91.0,1950.0,Eastern Metropolitan
4,h,439000.0,31.7,4.0,2.0,2.0,807.0,181.0,2008.0,Northern Victoria
3,h,700000.0,16.3,3.0,2.0,2.0,395.0,183.0,2011.0,Northern Metropolitan
3,h,510000.0,41.0,3.0,2.0,1.0,10120.0,116.0,2012.0,Eastern Victoria
3,h,825000.0,6.4,3.0,1.0,2.0,327.0,463.0,1960.0,Western Metropolitan
2,h,1250000.0,4.3,2.0,2.0,3.0,696.0,146.0,1950.0,Western Metropolitan
4,h,1820000.0,11.4,4.0,2.0,2.0,655.0,204.0,1930.0,Southern Metropolitan
3,h,518000.0,31.7,3.0,2.0,4.0,796.0,132.0,1980.0,Northern Victoria
3,h,572500.0,25.9,3.0,2.0,2.0,350.0,138.0,2012.0,Northern Metropolitan
3,h,825000.0,18.8,3.0,1.0,1.0,650.0,122.0,1970.0,South-Eastern Metropolitan
3,h,1590000.0,10.1,3.0,1.0,1.0,840.0,181.0,1950.0,Southern Metropolitan
4,h,1050000.0,10.4,4.0,3.0,4.0,711.0,226.0,2013.0,Western Metropolitan
3,h,1585000.0,5.3,3.0,1.0,1.0,282.0,136.0,1925.0,Northern Metropolitan
2,h,1315000.0,5.3,2.0,1.0,1.0,302.0,100.0,1925.0,Northern Metropolitan
3,t,826000.0,8.5,3.0,2.0,2.0,584.0,118.0,2017.0,Northern Metropolitan
4,h,1015000.0,8.5,4.0,2.0,2.0,495.0,100.0,2014.0,Northern Metropolitan
4,h,650000.0,14.7,4.0,2.0,1.0,390.0,184.0,2004.0,Western Metropolitan
4,h,690000.0,14.7,4.0,2.0,2.0,448.0,211.0,2010.0,Western Metropolitan
5,h,1455000.0,8.4,5.0,2.0,2.0,619.0,253.0,1930.0,Northern Metropolitan
3,h,600000.0,12.0,3.0,1.0,2.0,534.0,120.0,1985.0,Northern Metropolitan
3,h,900000.0,12.0,3.0,2.0,2.0,485.0,121.0,1950.0,Northern Metropolitan
3,h,810000.0,12.0,3.0,2.0,2.0,186.0,118.0,2014.0,Northern Metropolitan
3,h,920000.0,12.0,3.0,1.0,2.0,680.0,119.0,1970.0,Northern Metropolitan
3,h,775000.0,12.0,3.0,1.0,2.0,275.0,123.0,1950.0,Northern Metropolitan
3,h,1700000.0,2.4,3.0,2.0,2.0,169.0,123.0,1900.0,Northern Metropolitan
4,h,1246000.0,19.9,4.0,2.0,2.0,760.0,198.0,1950.0,Eastern Metropolitan
2,h,1380000.0,7.2,2.0,1.0,1.0,240.0,108.0,1910.0,Southern Metropolitan
5,h,956000.0,23.5,5.0,2.0,4.0,725.0,200.0,1980.0,South-Eastern Metropolitan
4,h,630000.0,20.6,4.0,2.0,2.0,610.0,198.0,2003.0,Northern Metropolitan
3,h,500000.0,20.5,3.0,2.0,1.0,313.0,170.0,2009.0,Northern Metropolitan
4,h,697000.0,20.5,4.0,2.0,2.0,420.0,161.0,2009.0,Northern Metropolitan
4,h,1060000.0,6.2,4.0,3.0,3.0,441.0,108.0,1950.0,Western Metropolitan
3,h,1310000.0,5.0,3.0,1.0,2.0,387.0,121.0,1900.0,Southern Metropolitan
4,h,450000.0,31.7,4.0,2.0,0.0,668.0,146.0,1990.0,Western Metropolitan
3,h,516500.0,31.7,3.0,2.0,2.0,608.0,162.0,2005.0,Western Metropolitan
4,h,580000.0,31.7,4.0,2.0,3.0,571.0,221.0,2010.0,Western Metropolitan
4,h,590000.0,31.7,4.0,2.0,2.0,701.0,227.0,1975.0,Western Metropolitan
4,h,560000.0,10.5,4.0,2.0,2.0,393.0,392.0,1995.0,Western Metropolitan
4,h,830000.0,18.0,4.0,2.0,3.0,704.0,266.0,2010.0,Western Metropolitan
4,h,660000.0,18.0,4.0,2.0,2.0,666.0,214.0,2003.0,Western Metropolitan
4,h,720000.0,15.5,4.0,2.0,2.0,641.0,250.0,1989.0,Western Metropolitan
5,h,1330000.0,12.4,5.0,2.0,2.0,730.0,207.0,1960.0,Eastern Metropolitan
3,h,860000.0,15.3,3.0,1.0,1.0,652.0,134.0,1970.0,Northern Metropolitan
4,h,1140000.0,8.9,4.0,2.0,2.0,574.0,236.0,1980.0,Eastern Metropolitan
4,h,975000.0,14.7,4.0,2.0,2.0,858.0,142.0,1965.0,Eastern Metropolitan
4,h,1188888.0,14.7,4.0,3.0,3.0,960.0,264.0,1990.0,Eastern Metropolitan
5,h,1075000.0,14.7,5.0,2.0,2.0,922.0,279.0,1984.0,Eastern Metropolitan
3,h,700000.0,14.5,3.0,1.0,1.0,402.0,108.0,1970.0,Northern Metropolitan
4,h,835000.0,23.6,4.0,2.0,2.0,601.0,189.0,2012.0,Northern Victoria
3,h,420000.0,14.7,3.0,2.0,2.0,341.0,106.0,1995.0,Western Metropolitan
4,h,552000.0,14.7,4.0,2.0,2.0,742.0,177.0,2000.0,Western Metropolitan
3,h,501000.0,14.7,3.0,1.0,2.0,454.0,113.0,1992.0,Western Metropolitan
4,h,785000.0,17.6,4.0,2.0,2.0,448.0,248.0,2013.0,Western Metropolitan
2,h,1115000.0,6.8,2.0,1.0,2.0,380.0,108.0,1935.0,Western Metropolitan
3,h,640000.0,25.5,3.0,2.0,2.0,395.0,160.0,2013.0,Northern Metropolitan
3,h,400000.0,27.2,3.0,1.0,1.0,340.0,93.0,2012.0,Western Metropolitan
3,h,776000.0,10.4,3.0,2.0,2.0,190.0,134.0,2012.0,Western Metropolitan
4,h,1220000.0,10.4,4.0,2.0,5.0,585.0,214.0,1960.0,Western Metropolitan
3,h,835000.0,9.4,3.0,2.0,3.0,534.0,115.0,1970.0,Western Metropolitan
3,h,860000.0,9.4,3.0,1.0,5.0,537.0,123.0,1960.0,Western Metropolitan
4,h,740000.0,12.8,4.0,2.0,2.0,602.0,185.0,1970.0,Western Metropolitan
4,h,1800000.0,4.3,4.0,3.0,2.0,561.0,241.0,1950.0,Western Metropolitan
4,h,1400000.0,4.3,4.0,1.0,2.0,520.0,162.0,1890.0,Western Metropolitan
4,h,2350000.0,10.2,4.0,2.0,2.0,626.0,156.0,1950.0,Southern Metropolitan
4,h,1360000.0,10.2,4.0,2.0,2.0,701.0,183.0,1950.0,Southern Metropolitan
3,h,1070000.0,21.5,3.0,2.0,4.0,529.0,128.0,1960.0,South-Eastern Metropolitan
4,h,867500.0,21.5,4.0,2.0,2.0,529.0,137.0,1990.0,South-Eastern Metropolitan
4,h,820000.0,16.5,4.0,2.0,3.0,657.0,36.0,2004.0,Northern Metropolitan
4,h,915000.0,16.5,4.0,2.0,2.0,704.0,278.0,2000.0,Northern Metropolitan
4,h,970000.0,9.5,4.0,2.0,2.0,534.0,181.0,2000.0,Western Metropolitan
2,h,1170000.0,6.4,2.0,1.0,1.0,156.0,88.0,1890.0,Southern Metropolitan
4,h,2650000.0,7.9,4.0,3.0,2.0,663.0,201.0,1940.0,Southern Metropolitan
3,h,2100000.0,9.7,3.0,2.0,2.0,717.0,300.0,2004.0,Southern Metropolitan
3,h,1300000.0,11.4,3.0,1.0,2.0,585.0,133.0,1960.0,Southern Metropolitan
2,h,1750000.0,11.4,2.0,1.0,1.0,717.0,105.0,1920.0,Southern Metropolitan
3,h,1240000.0,13.8,3.0,1.0,4.0,663.0,150.0,1960.0,Southern Metropolitan
3,h,1430000.0,13.8,3.0,1.0,4.0,753.0,120.0,1950.0,Southern Metropolitan
3,h,1050000.0,13.4,3.0,2.0,2.0,353.0,111.0,1999.0,Eastern Metropolitan
3,h,1030000.0,13.4,3.0,2.0,1.0,568.0,137.0,1968.0,Eastern Metropolitan
4,h,2520000.0,10.5,4.0,3.0,2.0,302.0,255.0,2000.0,Southern Metropolitan
4,h,2100000.0,10.3,4.0,3.0,2.0,600.0,219.0,1950.0,Southern Metropolitan
3,h,500000.0,14.0,3.0,1.0,1.0,404.0,86.0,1960.0,Northern Metropolitan
3,h,755000.0,12.1,3.0,1.0,1.0,459.0,120.0,1970.0,Northern Metropolitan
4,h,770000.0,12.1,4.0,2.0,1.0,586.0,166.0,1970.0,Northern Metropolitan
5,h,1660000.0,7.7,5.0,3.0,2.0,975.0,129.0,1920.0,Southern Metropolitan
3,h,1300000.0,7.7,3.0,1.0,1.0,362.0,94.0,1900.0,Southern Metropolitan
3,h,1625000.0,7.7,3.0,1.0,2.0,487.0,150.0,1940.0,Southern Metropolitan
3,h,1352000.0,8.7,3.0,2.0,2.0,436.0,132.0,1940.0,Southern Metropolitan
3,h,745500.0,27.0,3.0,1.0,1.0,644.0,108.0,1970.0,South-Eastern Metropolitan
4,h,686000.0,27.0,4.0,1.0,3.0,527.0,162.0,1960.0,South-Eastern Metropolitan
3,h,1800000.0,17.9,3.0,2.0,4.0,1231.0,198.0,1967.0,Southern Metropolitan
4,h,1150000.0,17.9,4.0,2.0,2.0,700.0,584.0,1964.0,Southern Metropolitan
3,h,1050000.0,6.7,3.0,1.0,2.0,382.0,109.0,1920.0,Northern Metropolitan
4,h,900000.0,6.7,4.0,2.0,1.0,246.0,133.0,1910.0,Northern Metropolitan
4,h,515000.0,20.6,4.0,1.0,1.0,738.0,129.0,1980.0,Northern Metropolitan
3,h,610000.0,20.6,3.0,2.0,2.0,534.0,185.0,1990.0,Northern Metropolitan
4,h,565100.0,20.6,4.0,2.0,2.0,350.0,172.0,2016.0,Northern Metropolitan
3,h,516000.0,20.6,3.0,2.0,1.0,262.0,138.0,2012.0,Northern Metropolitan
3,h,850000.0,23.0,3.0,2.0,3.0,918.0,201.0,1978.0,Eastern Metropolitan
3,h,600000.0,18.0,3.0,2.0,2.0,566.0,126.0,1988.0,Western Metropolitan
3,h,1201000.0,16.1,3.0,2.0,0.0,786.0,169.0,1980.0,Eastern Metropolitan
4,h,802000.0,16.1,4.0,2.0,1.0,462.0,115.0,1960.0,Eastern Metropolitan
4,h,1105000.0,16.1,4.0,2.0,2.0,639.0,175.0,1970.0,Eastern Metropolitan
3,h,510000.0,25.9,3.0,2.0,2.0,385.0,135.0,2010.0,Northern Victoria
3,h,1459000.0,7.2,2.0,1.0,1.0,381.0,138.0,1915.0,Southern Metropolitan
3,h,619000.0,19.6,3.0,1.0,2.0,124.0,120.0,1970.0,Northern Metropolitan
4,h,585000.0,19.6,4.0,2.0,2.0,396.0,165.0,2016.0,Northern Metropolitan
3,h,552000.0,19.6,3.0,1.0,1.0,566.0,98.0,1990.0,Northern Metropolitan
4,h,880000.0,24.8,4.0,2.0,2.0,739.0,225.0,1977.0,Eastern Metropolitan
